Date,Location,Group,question_number,Question_text,Answer_Likert,Open-ended
11/3/2023,Pereira,7,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,"De acuerdo, el patogeno se puede dispersar en el calzado y llantas de vehi­culos "
11/3/2023,Pereira,7,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,El desconocimiento de los sintomas o mal esquema de monitoreo efectivamente retrasa la identificacion y contencion de los brotes
11/3/2023,Pereira,7,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Muy de acuerdo,Las condiciones de pH desfavorable para el cultivo puede favorecer la incidencia de la plaga
11/3/2023,Pereira,7,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,La falta de microorganismos beneficos y equilibrio biologico da espacio a la proliferacion de patogenos 
11/3/2023,Pereira,7,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,A mayor temperatura mayor funcionamiento del metabolismo de las plantas 
11/3/2023,Pereira,7,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,"Muy de acuerdo, las corrientes de agua y condiciones de inundaciones favorecen la dispersion de la plaga"
11/3/2023,Pereira,7,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,En desacuerdo,En desacuerdo 
11/3/2023,Pereira,7,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,"Muy de acuerdo, las lluvias generan aguas de escorrentia y en algunos casos inundaciones "
11/3/2023,Pereira,7,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,Muy de acuerdo 
11/3/2023,Pereira,7,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Hospederos alternos como las arvenses son in factor de riesgo inminente para Foc R4T 
11/3/2023,Pereira,7,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,El cambio climatico puede generar cambio en la vocacion productiva de algunas regiones
11/3/2023,Pereira,7,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,De acuerdo,"Alto, condiciones como las de un suelo arcilloso , por ejemplo, pueden facilitar la permanencia de laminas de agua en un cultivo "
11/3/2023,Pereira,8,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,"Se compra material de propagacion de musaceas en bolsa (el sustrato es alto riesgo)

El transporte de suelo en vehiculos, calzado, etc

No se tienen implementadas medidas de bioseguridad"
11/3/2023,Pereira,8,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Se compra material no certificado y se trae material sin confirmar su estado fitosanitario
11/3/2023,Pereira,8,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Una planta asintomatica sigue siendo fuente de inoculo y de dispersion para las demas plantas
11/3/2023,Pereira,8,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Porque los equipos agricolas transportan suelo que puede ser contaminado con Fusarium
11/3/2023,Pereira,8,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,"Si no se detecta, no se controla y hay mayor riesgo de dispersion"
11/3/2023,Pereira,8,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,"Las lluvias, las fuentes hidricas, los residuos que se ponen en ellas pueden enfermar otras plantas"
11/3/2023,Pereira,8,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Sirve de fuente de dispersion asi­ como el material de siembra
11/3/2023,Pereira,8,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,El riesgo de usar los fragmentos de residuos de cosecha para preparar compostados o lixiviados es alto
11/3/2023,Pereira,8,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,"Se deben realizar los protocolos con todos los pasos
Todas las medidas de bioseguridad son necesarias para mantener la zona limpia"
11/3/2023,Pereira,8,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,"Picudo, hormiga arriera, insectos chupadores pueden pegarse a los insectos y transmitir el hongo"
11/3/2023,Pereira,8,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,La clave es la bioseguridad y el conocimiento tecnico
11/3/2023,Pereira,8,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,"Movimiento por calzado, materiales o uso de herramientas "
11/3/2023,Pereira,8,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,Si no se hace la inspeccion adecuadamente se contaminan los cultivos
11/3/2023,Pereira,8,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Muy de acuerdo,El suelo contiene el alimento de la planta y por eso su contenido es clave para que la planta se mantenga sana
11/3/2023,Pereira,8,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,El balance de los organismos del suelo puede ayudar a que el hongo no prospere en ahi
11/3/2023,Pereira,8,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,Se parece a la broca que se desarrolla mejor en epocas de calor
11/3/2023,Pereira,8,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,"El viento, el agua (inundaciones) y la caida de material contaminado puede propagar el hongo."
11/3/2023,Pereira,8,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,Puede transportar las esporas del hongo
11/3/2023,Pereira,8,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,El relieve de la zona hace que la lluvia por escorrentia se transporten las estructuras del hongo
11/3/2023,Pereira,8,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,En desacuerdo,"En desacuerdo ya que para el sistema productivo de platano, no se realizan drenajes. "
11/3/2023,Pereira,8,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Tanto las arvenses como las heliconias podrian ser hospederos del hongo y mantenerlo mientras ahi detecta la planta de platano
11/3/2023,Pereira,8,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"Las temporadas de fenomeno de niño o de la niña, pueden afectar las plantas, ya sea por la sequi­a o por exceso de lluvias. Asi mismo, las lluvias pueden propagar un foco de Fusarium"
11/3/2023,Pereira,8,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,El laboreo intenso de nuestra zona puede erosionar el suelo y asi compactarlo para favorecer la enfermedad
11/10/2023,Granada,9,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,De acuerdo,"En la preparación de suelos, preparación sin desinfección de implementos muchas veces proviniendo de  mecanizar lotes contaminados (desinfección de equipos)

*Pediluvios "
11/10/2023,Granada,9,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Todo marial contaminado es un alto riesgo de contaminación y dispersión de la enfermedad en áreas  libres de la enfermedad.
11/10/2023,Granada,9,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,"En la plantación existen plantas asintomáticas, se corre el riesgo de dispersar la enfermedad, delimitar estas plantas. "
11/10/2023,Granada,9,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Estos movimientos de equipos contaminados genera un alto riese de diseminación de la enfermedad.  
11/10/2023,Granada,9,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,NA,NA
11/10/2023,Granada,9,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,El Foc R4T al entrar o estar en condiciones de alta humedad genera  fuente de inoculo ( condiciones propias). 
11/10/2023,Granada,9,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Material vegetal infectado genera nivel alto de contaminación . 
11/10/2023,Granada,9,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,En el comercio internacional es que ingresó la enfermedad y facilitó la difusión a largas distancias.
11/10/2023,Granada,9,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,"Aumentar las regulaciones, ya que medidas débiles permiten diseminación.  "
11/10/2023,Granada,9,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,Las plagas u otros animales pueden dispersar la enfermedad 
11/10/2023,Granada,9,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Todos estos problemas permiten que los problemas fitosanitarios tipo Foc R4T se incrementen. 
11/10/2023,Granada,9,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,Uno de los vehículos a través del cual se puede diseminar la enfermedad. 
11/10/2023,Granada,9,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,"La implementación de medidas inadecuadas que permita detectar rápidamente la presencia de la enfermedad, puede ocasionar  la contaminación de la enfermedad.  "
11/10/2023,Granada,9,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,En desacuerdo,"El patógeno se presenta en diferentes tipos de suelo, independiente de los contenidos nutricionales o químicos.  "
11/10/2023,Granada,9,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,De acuerdo,Consideramos que suelos con alta actividad biótica  presenta posibilidad a  antagonismo o competencia  lo que podría reducir el  avance y establecimiento de la enfermedad. 
11/10/2023,Granada,9,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Ni de acuerdo ni en desacuerdo,Actualmente consideramos que no existe información suficiente  que nos permita  desmentir u concepto valido al respecto
11/10/2023,Granada,9,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,Si porque generan inundaciones y  dispersión de la enfermedad 
11/10/2023,Granada,9,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,En desacuerdo,El viento no es un factor determinante en la enfermedad.
11/10/2023,Granada,9,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,"La precipitación causa escorrentía, además de  inundaciones, por lo que se favorece las condiciones para dispersión del Foc R4T. "
11/10/2023,Granada,9,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,"Generan taponamiento, inundaciones y la enfermedad se mueve en la humedad "
11/10/2023,Granada,9,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"Si, pueden ser plantas de inoculo de la enfermedad como otras musáceas  ornamentales. "
11/10/2023,Granada,9,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"Los cambios climáticos ocasionan desbalance en las condiciones , en caso de tornarse favorables para la enfermedad.   "
11/10/2023,Granada,9,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,"Suelos con deficiente drenaje o contenidos altos de arcilla mantienen saturados de agua, hay escorrentía y favorece el desarrollo de la enfermedad"
11/10/2023,Granada,10,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,"El movimiento de suelo contaminado lo consideramos de muy alto riesgo debido a que los productores usan las maquinas sin lavado y desinfección, comparte la maquinaria y los trabajadores se mueven entre fincas sin lavado y desinfección de calzado.
 La semilla es otro factor de riesgo por intercambio y comercialización con el suelo adherido.
 Paso de animales domestico entre finca es otro riesgo alto. "
11/10/2023,Granada,10,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,El movimiento de material contaminado es un factor de muy alto riesgo porque puede llegar a lugares libres de la enfermedad y dispersarse muy rápidamente.  
11/10/2023,Granada,10,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,"Las plantas asintomáticas representan un riesgo latente como inoculo de la enfermedad, porque se comparten semillas entre productores sin evidenciar la presencia de síntomas. "
11/10/2023,Granada,10,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Los equipos agrícolas contaminados diseminan la enfermedad debido a que no hay medidas de lavado y desinfección preventivas y postpuso.  
11/10/2023,Granada,10,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,En las zonas remotas es poco posible que entidades del estado lleguen para hacer la identificación y contención de la enfermedad además en un lugar remoto las condiciones de comunicación y falta de información por parte de los agricultores dificulta la identificación y un primer reporte. 
11/10/2023,Granada,10,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,En el meta se siembra plátano Las Vegas de los ríos en zonas inundables y también en cercas de afluentes por lo tanto existe un riesgo de contaminación por aguas de inundación que desplaza el inóculo finca a finca.
11/10/2023,Granada,10,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,El movimiento de material vegetal infectada por seres humanos es la vía más directa de contaminación de nuevos predios.
11/10/2023,Granada,10,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,En desacuerdo,La importación de semilla de países que ya tienen la enfermedad representan un riesgo alto para que la enfermedad se disemine en el caso del departamento del meta no estamos de acuerdo debido a que no hay importación y exportación y este proceso es altamente regulado. 
11/10/2023,Granada,10,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,En desacuerdo,Porque las normas de regulación para la cuarentena son estrictas y se aplican a nivel nacional. 
11/10/2023,Granada,10,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,La literatura reporta el picudo como posible vehículo del patógeno y consideramos que por la alta población de picudo en el meta es un alto riesgo.  
11/10/2023,Granada,10,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,"A nivel regional no se ha implementado medidas de bioseguridad, los productores no la aplican "
11/10/2023,Granada,10,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,El Meta recibe trabajadores que se mueven de las zonas infectadas hacia nuestro departamento como se evidencia en el mapa. 
11/10/2023,Granada,10,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,En desacuerdo,"Se realizan monitoreos a nivel departamental, se tiene una base de datos de predios y plantas monitoreadas y se han establecido convenios con instituciones público-privadas para que el monitoreo sea más eficaz. "
11/10/2023,Granada,10,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Muy de acuerdo,Las condiciones químicas del suelo del departamento del meta son favorables para el establecimiento del patógeno. 
11/10/2023,Granada,10,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo, La biota del suelo del departamento del meta es escasa en diversidad y cantidad. 
11/10/2023,Granada,10,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,La variación de temperaturas en el departamento del Meta es muy alta existen momentos en los cuales se reportan temperaturas superiores a 40 °C y en esta situación la planta se estresa y puede permitir el ingreso de patógenos. 
11/10/2023,Granada,10,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,En el departamento del meta existen altas precipitaciones asociadas a inundaciones.
11/10/2023,Granada,10,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,En el departamento hay temporadas en las que las ráfagas de viento pueden arrasar cultivos completos.
11/10/2023,Granada,10,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,En el departamento se reportan entre 3500mm a 4000mm al año en precipitaciones y por lo tanto representa un alto factor de riesgo.
11/10/2023,Granada,10,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,En el departamento se reparte conales de drenaje en forma de caballoneo lo cual implica que sea un factor de riesgo estos caballones se comparten entre lotes y en algunos casos entre cultivos.
11/10/2023,Granada,10,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Los cultivos de plátano en el meta están asociados a arvenses y heliconias que son hospederos de la enfermedad.
11/10/2023,Granada,10,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"En el meta las condiciones climáticas son de alto riesgo por su variabilidad en términos de cambio de temperatura, alta humedad relativa, épocas prolongadas de sequía, lluvias y fuertes vientos."
11/10/2023,Granada,10,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,Las propiedades físicas de los suelos agrícolas del meta son favorables para el desarrollo de la enfermedad se tienen tipo de suelos franco arcillosos arcillosos y arenosos con drenajes pobres y bajo contenido de materia orgánica.
11/10/2023,Granada,11,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,Nuestra percepción es muy de acuerdo debido a la falta de medidas de bioseguridad implementadas en los cultivos de la región por ejemplo la tierra que puede transportar el calzado la tierra que puede transportar un tractor u otra maquinaria agrícola la que puede traer una semilla. 
11/10/2023,Granada,11,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Nuestra percepción es muy de acuerdo ya que pueden existir plantas hospederas del Foc R4T que puede contaminar nuevas áreas o áreas limpias. 
11/10/2023,Granada,11,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Nuestra percepción es que una planta asintomática es muy peligrosa ya que la podemos manipular involuntariamente e infectar todo el cultivo. 
11/10/2023,Granada,11,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Nuestra percepción es totalmente de acuerdo ya que en gran parte de la contaminación de las áreas limpias en los cultivos es a través de herramientas contaminadas.
11/10/2023,Granada,11,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,De acuerdo,Nuestra percepción es de acuerdo debido a que las partes lejanas islas en muchos casos los técnicos no llegan.
11/10/2023,Granada,11,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,Estamos muy de acuerdo debido a que las aguas pueden contaminar los cultivos limpios. 
11/10/2023,Granada,11,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Estamos muy de acuerdo porque una semilla contaminada multiplica el problema (contaminación de áreas limpias).
11/10/2023,Granada,11,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Ni de acuerdo ni en desacuerdo,No estamos de acuerdo ni en desacuerdo ya que para exportar e importar semillas debe existir unos protocolos y parámetros de calidad muy estrictos pero es posible que se pueda presentar algún caso por las múltiples causas de contaminación ya conocidas. 
11/10/2023,Granada,11,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Estamos muy de acuerdo debido que la cuarentena es el tiempo estimado por expertos de acuerdo a estudios previos que se requiere para saber si se puede o no seguir cultivando en dicho predio y de no cumplir con este parámetro podemos agravar el problema. 
11/10/2023,Granada,11,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,Nuestra percepción es muy de acuerdo debido a que los insectos se mueven de planta en planta de las infectada a las sanas llevando virus y bacterias a las plantaciones saludables.
11/10/2023,Granada,11,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Estamos muy de acuerdo debido a que la mejor manera de controlar una enfermedad de alta diseminación de contagio es con la prevención.
11/10/2023,Granada,11,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,De acuerdo,"Ya que las personas migrantes pueden traer la enfermedad en el calzado, alguna herramienta."
11/10/2023,Granada,11,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,De acuerdo,Estamos de acuerdo ya que si no se revisa bien pueden ser lotes contaminados no visualizados y esto agrava el problema. 
11/10/2023,Granada,11,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,En desacuerdo,Ya que el contenido nutricional del suelo no afecta el desarrollo de la epidemia de Foc R4T
11/10/2023,Granada,11,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,De acuerdo,Estamos de acuerdo ya que en el suelo pueden haber virus que ayudan a combatir el que produce el  Foc R4T
11/10/2023,Granada,11,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,En desacuerdo,Estamos en desacuerdo ya que la temperatura del departamento no afecta el desarrollo del Foc R4T.
11/10/2023,Granada,11,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,Estamos de acuerdo ya que las tormentas producen inundaciones estas a su vez por escorrentía disemina la epidemia de Foc R4T.
11/10/2023,Granada,11,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,Estamos de acuerdo ya que el viento puede arrastrar es esporas de hongos y parte de material vegetal contaminado a lugares saludables aledaños.
11/10/2023,Granada,11,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,De acuerdo,Estamos de acuerdo ya que en el departamento llueve bastante y la humedad y la escorrentía favorecen la diseminación de la epidemia.
11/10/2023,Granada,11,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,Estamos muy de acuerdo ya que las redes del drenaje son compartidas por varias fincas vecinas en el departamento.
11/10/2023,Granada,11,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Sí ya que las plantas ornamentales de la familia musaceae tales como las heliconias pueden hospedar la epidemia (Foc R4T).
11/10/2023,Granada,11,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Estamos de acuerdo porque el cambio climático puede producir sequía e inundaciones y esta última (lluvia ) produce ambiente favorable para el desarrollo de la epidemia.
11/10/2023,Granada,11,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,De acuerdo,Estamos de acuerdo porque un terreno arcilloso es húmedo y facilita el desarrollo de la epidemia Foc R4T.
11/15/2023,Uraba ,12,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,"Es un factor de riesgo alto, es un  hongo del suelo y se puede diseminar a través de calzado, herramientas, vehículos, animales silvestres-domésticos, vientos y escorrentía. "
11/15/2023,Uraba ,12,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Es un riesgo alto por la diseminación de la enfermedad de manera  directa a mayor velocidad.
11/15/2023,Uraba ,12,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Es un riesgo alto ya que no permite identificar síntomas externos tempranos y de manera inconsiente se propaga a plantas o áreas sanas. 
11/15/2023,Uraba ,12,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Riesgo alto en estos equipos agrícolas pueden llevar o trasladar suelos de un sitio a otro. Este suelo puede estar contaminado.
11/15/2023,Uraba ,12,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,De acuerdo,"Si, en estas áreas remotas de  difícil acceso se dificulta la identificación del patógeno por falta del conocimiento  y reconocimiento en campo de los síntomas. "
11/15/2023,Uraba ,12,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,"Muy alto por la topografía del terreno, zonas inundables, escorrentías, comportamientos de las redes de las redes de drenajes entre fincas y grupos . "
11/15/2023,Uraba ,12,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Alto riesgo para diseminar la enfermedad a una mayor velocidad. 
11/15/2023,Uraba ,12,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,"Este movimiento de material vegetal facilita la difusión de la enfermedad ( material vegetal
 contaminado o de países con presencia de la enfermedad)."
11/15/2023,Uraba ,12,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,De acuerdo,"Si, es alto si existen vacios en la norma y los entes reguladores en el control que deben hacer. "
11/15/2023,Uraba ,12,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,"El alto por la presencia de insectos como coleópteros, lepidópteros, hemípteros y otros. "
11/15/2023,Uraba ,12,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Si no se aplican los riesgos requeridos se tiene el riesgo de la diseminación. 
11/15/2023,Uraba ,12,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,"Es alto, no se puede tener el control total del movimiento del personal, no se puede verificar o no es confiable la información suministrada."
